iso,entity_type,name,country,region,area,lat,lng,population,population_year,baseline_year,baseline_emissions,raw_net_zero_commitment,ghg_reduction_target,target_year,percent_reduction,initiatives_committed,net_zero_target_status,econ_wide_net_zero,pop_density,emis_per_capita,coordinator_name,support_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,City,Hong Kong,China,East Asia and the Pacific,NA,22.3,114.2,NA,NA,NA,NA,Race to Zero: Net Zero 2050 - Commit to achieve net zero CO2 emissions by 2050,NA,NA,NA,Race to Zero;NAZCA2020,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,City,Jászberény Városi Önkormányzat,Hungary,Europe,221.35,47.5,19.916667,27439,NA,2013,72525.78,NA,100% below 2013 levels by 2020,2020,100,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",NA,123.9620511,2.643164109,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,City,Jászberény Városi Önkormányzat,Hungary,Europe,221.35,47.5,19.916667,27439,NA,2013,72525.78,NA,40% below 2013 levels by Long term,Long term,40,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,NA,NA,123.9620511,2.643164109,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,1594796,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 1.5 °C,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,NA,8619.318182,1.051282795,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,1460435,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 2 °C,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,NA,8619.318182,0.962712591,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,NA,NA,Race to Zero: Net Zero 2050 - Commit to achieve net zero CO2 emissions by 2050,NA,NA,NA,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,NA,NA,8619.318182,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,1594796,Yes - 1.5 °C; ; The target was derived using parameters of population growth linked to GHG emissions increase.,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,NA,NA,8619.318182,1.051282795,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,1460435,Yes - 2 °C; ; The target was derived using input data parameters of population growth affecting the growth in transport emissions,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,NA,NA,8619.318182,0.962712591,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,657900,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 2 °C,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,NA,8619.318182,0.433684904,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,City,Kampala,Uganda,Sub-Saharan Africa,176,0.3177137,32.5813539,1517000,2019,2014,657900,Yes - 2 °C,NA,2030,22,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,NA,NA,8619.318182,0.433684904,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Region,Kansas,United States of America,North America,NA,38.4937,-98.3804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,City,Krško,Slovenia,Europe,NA,45.9573785,15.4933729,25795,2002,2005,64594.5,"Vision is to increase energy efficiency of the municipal energy system in all the sectors (public sector, industry, households, transport, service sector) and to increase integration of renewable energy resources. 
This is in line with the EU 20,20,20 strategy and the intention is to further proceed towards decarbonised energy systems as set in the Europe Roadmap 2050 to decrease CO2 emissions for 80% till 2050.",20% below 2005 levels by 2020,2020,20,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,NA,2.504148091,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,City,KwaDukuza,South Africa,Sub-Saharan Africa,NA,-29.33333,31.29167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Las Torres de Cotillas,Spain,Europe,38,38.027499,-1.243385,21608,2018,2008,66514.85,"The Las Torres de Cotillas Climate and Sustainable Energy Action Plan has been drawn up on a voluntary basis in order to improve the quality of your city from a sustainable and environmental perspective.
With the realization of this Plan, the municipality of Las Torres de Cotillas endorses the objectives of the European Union and the Covenant of Mayors in terms of mitigation and adaptation to climate change: accelerate the decarbonisation of our territories and reduce gas emissions greenhouse effect and strengthen our ability to adapt to the inevitable impacts of climate change.",40% below 2008 levels by 2030,2030,40,GlobalCovenantofMayors2019;NAZCA,"2,4",NA,568.6315789,3.078251111,Region of Murcia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Las Torres de Cotillas,Spain,Europe,38,38.027499,-1.243385,21608,2018,2008,66514.85,"The Las Torres de Cotillas Climate and Sustainable Energy Action Plan has been drawn up on a voluntary basis in order to improve the quality of your city from a sustainable and environmental perspective.
With the realization of this Plan, the municipality of Las Torres de Cotillas endorses the objectives of the European Union and the Covenant of Mayors in terms of mitigation and adaptation to climate change: accelerate the decarbonisation of our territories and reduce gas emissions greenhouse effect and strengthen our ability to adapt to the inevitable impacts of climate change.",10% below 2008 levels by Long term,Long term,10,GlobalCovenantofMayors2019;NAZCA,"2,4",NA,568.6315789,3.078251111,Region of Murcia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Las Torres de Cotillas,Spain,Europe,38,38.027499,-1.243385,21608,2018,2008,66514.85,"The Las Torres de Cotillas Climate and Sustainable Energy Action Plan has been drawn up on a voluntary basis in order to improve the quality of your city from a sustainable and environmental perspective.
With the realization of this Plan, the municipality of Las Torres de Cotillas endorses the objectives of the European Union and the Covenant of Mayors in terms of mitigation and adaptation to climate change: accelerate the decarbonisation of our territories and reduce gas emissions greenhouse effect and strengthen our ability to adapt to the inevitable impacts of climate change.",20% below 2008 levels by 2020,2020,20,GlobalCovenantofMayors2019;NAZCA,"2,4",NA,568.6315789,3.078251111,Region of Murcia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,City,Ljubljana,Slovenia,Europe,NA,46.0569,14.5058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Region,Louisiana,United States of America,North America,135382,31,-92,4648794,2019,2005,215000000,NA,NA,2030,45,NA,NA,NA,34.33834631,46.24855393,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Region,Louisiana,United States of America,North America,135382,31,-92,4648794,2019,2005,215000000,NA,NA,2050,90,NA,1,NA,34.33834631,46.24855393,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Region,Louisiana,United States of America,North America,135382,31,-92,4648794,2019,2005,215000000,NA,NA,2025,27,NA,NA,NA,34.33834631,46.24855393,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Macerata,Italy,Europe,92.53,43.3007275,13.4535897,43123,2017,2005,257631.7,"The Municipality of Macerata strengths its commitment to a policy aimed at protecting the environment and safeguarding the health and quality of the population’s life. The local administration strongly believes that environmental sustainability and economic growth can go together promoting investments and job creations.
The strategy for climate change mitigation foresees a progressive reduction of CO2 emissions with the goal, of the 40% GHG-reduction target by 2030. The 2050’s long term vision include new targets for the decarbonisation, improvements in the capacity to adapt to unavoidable climate change impacts, and strategies to guarantee secure, sustainable and affordable energy.",23% below 2005 levels by 2020,2020,23,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,466.0434454,5.974345477,Regione Marche - SVIM,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Macerata,Italy,Europe,92.53,43.3007275,13.4535897,43123,2017,2005,257631.7,"The Municipality of Macerata strengths its commitment to a policy aimed at protecting the environment and safeguarding the health and quality of the population’s life. The local administration strongly believes that environmental sustainability and economic growth can go together promoting investments and job creations.
The strategy for climate change mitigation foresees a progressive reduction of CO2 emissions with the goal, of the 40% GHG-reduction target by 2030. The 2050’s long term vision include new targets for the decarbonisation, improvements in the capacity to adapt to unavoidable climate change impacts, and strategies to guarantee secure, sustainable and affordable energy.",50% below 2005 levels by 2030,2030,50,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,466.0434454,5.974345477,Regione Marche - SVIM,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,City,Maltepe,Turkey,Eastern Europe and Central Asia,NA,40.9241902,29.150517,460955,2019,2014,1253877,"Maltepe has just above 3% of the population in Istanbul and also have higher urbanization rates than the country on average and have been an attractive district for real estate developpers, construction companies. A lot of large corporations have been moving their headquarters. The long term vision of Maltepe ""Blue and Green Urban Development"", is  consistent with its plans to reduce its carbon footprint; i.e. urban renewal and upgrading as well as decarbonizing and optimizing transport  options, creating  a walkable, cyclable, green city. The two main sources of  GHG emission in Maltepe are  the built environment  i.e emissions  from the building stock and transport emissions.",22% below 2014 levels by 2020,2020,22,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,NA,2.720172251,"Marmara Municipalities Union, TR",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Mantova,Italy,Europe,63.81,45.15638889,10.79166667,49216,2009,2005,409637.6,"action_description1: Construction of a 43.69 kW hydroelectric plant owned by a private individual. ;; action_description2: In December 2014 a thin film PV system with a power of approximately 170 kW was installed ;; action_description3: Installation of solar collectors for the production of sanitary hot water at the changing rooms of the sports facility of Formigosa (for an area of approximately 20 m2). ;; action_description4: As part of the Heat Management Agreements in the period between 2007 and
2013, also following the energy diagnoses made, were replaced
dated gas boilers with high efficiency condensing heat generators in the
following public buildings:
- Pacchioni nursery school
- Kindergarten I remember the fallen and elementary school Don Minzoni
- Leoni elementary school and kindergarten Tom Sawyer ;; action_description5: Intervention of redevelopment of the votive lighting system through the
conversion of the lamps of the three cemeteries of Mantua: Formigosa, Angeli and Frassino.
The lighting management of the cemeteries is managed by Tea spa. ;; action_description6: Between 2015 and 2018 the replacement of the 8,600 lighting points provided for in the project was completed.
At 31/12/2017, 95% of the planned poles (8,200 out of 8,600) had been replaced with a municipal lamp park that amounts to 11,191 light points and a total consumption of 1,848 MWh. ;; action_description7: As part of the interventions of maintenance of the fleet for
public lighting, in the period between 2005 and the end of 2012 are
a total of 851 mercury vapor lamps have been replaced with
sodium vapors. ;; action_description8: The reduction in electricity consumption since 2005 has involved rationalization of electrical uses for lighting indoor spaces
and external. ;; action_description9: Since 2013 the Sapio plant in Mantua has participated in the ETS scheme and therefore in
this sheet will report the related energy saving measures
to electricity only. In particular, this is the connection to the gas line
natural at high pressure and at the shutdown of compressors, at the installation of
inverter on the well pumps of the plant and of the refrigeration unit, at replacement
of fluorescent lamps with LED lamps and the application of films for the
solar control on the windows of the control room and of the building. ;; action_description10: The reduction of energy consumption starting from 2005 concerned plant engineering works on the heating system of departments and offices, the
redevelopment of building structures through the replacement of windows, the
insulation of roofs (with replacement of eternity present) and walls
vertical opaque. ;; action_description11: The reduction in energy consumption since 2005 has also affected the
downsizing of the company vehicle fleet with the consequent disposal of the
internal diesel distributor. ;; action_description12: Solar systems have been installed in the production sector of the municipality of Mantua
photovoltaics for a total of 6,579.9 kWp, incentivized according to the scheme of the Primo,
Second, Third, Fourth and Fifth Energy Accounts. ;; action_description13: Installation of a 968 kW photovoltaic system on the roofs of the bus depot and
of the APAM workshop to cover the electricity consumption of company buildings. ;; action_description14: In 2009 it is installed
a geothermal system at the Fermi Institute, creating the Renewable Energy Laboratory (LER) ;; action_description15: In 2008 two photovoltaic systems are installed (referred to as photovoltaic school and
Photovoltaic Province) at the Fermi Institute, creating the Renewable Energy Laboratory (LER) ;; action_description16: Solar systems have been installed in the residential sector of the municipality of Mantua
photovoltaics for a total of 418.6 kWp, incentivized according to the Primo scheme,
Second, Third, Fourth and Fifth Energy Accounts. ;; action_description17: Construction of a plant
313 kW hydroelectric power plant in Porta Mulina-Mantova ;; action_description18: A biogas power plant is active on the territory of the Municipality of Mantua
electricity of 635 kW (thermal power 1589 kW) owned by the farm
Foroni in Castelletto. ;; action_description19: The action takes into account both the new connections to city district heating and the lower demand for fuel
fossil for integration plants (new connections are interpreted as
elimination of natural gas thermal power stations in favor of heat supplied by plants
ETS, therefore with zero emissions, as already accounted for in the ETS system). The data
heat supplied and methane consumption were provided by Tea Energia. ;; action_description20: Between 2016-2017, 600 new apartments were connected in the residential sector in 2016 and another 800, during 2017 through the promotion ""Zero Boilers"". ;; action_description21: The two office buildings of the Belleli Energy Cpe company were connected to the district heating network at the end of 2014. An agreement was also signed with TEA to arrive in the immediate future to also connect the Belleli production plants, permanently eliminating gas-fired heat generators. ;; action_description22: ;; action_description23: Transformation of the following plants
thermal from gas to district heating as the buildings are adjacent to the backbones
existing network:
- Former ASI headquarters in Piazza S. Isidoro
- Vittorino da Feltre municipal nursery school in Corso Garibaldi
- Municipal nursery school Strozzi in via Madonna della Vittoria
- Kelder nursery
-Soncini Kindergarten ;; action_description24: The action takes into account both the new connections to the city's district heating network in the industrial sector and the minor
fossil fuel demand for integration plants (new connections are
interpreted as the elimination of natural gas heating plants in favor of heat
supplied by ETS systems, therefore with zero emissions, as already accounted for in the
ETS system). The heat output data was provided by Tea Energia. ;; action_description25: In 2007-2008, as part of the Tea Sei heat management contract,
the following utilities are connected to the district heating network:
1. Berni nursery and Peter Pan nursery
2. De Amicis primary school
3. Martiri Belfiore Primary School and the Kindergarten
Campogalliani - Paiolo
Furthermore, in 2013 the Alberti middle school was connected.",20% below 2005 levels by 2020,2020,20,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"2,4",NA,771.2897665,8.323260728,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Mantova,Italy,Europe,63.81,45.15638889,10.79166667,49216,2009,2005,409637.6,"action_description1: Construction of a 43.69 kW hydroelectric plant owned by a private individual. ;; action_description2: In December 2014 a thin film PV system with a power of approximately 170 kW was installed ;; action_description3: Installation of solar collectors for the production of sanitary hot water at the changing rooms of the sports facility of Formigosa (for an area of approximately 20 m2). ;; action_description4: As part of the Heat Management Agreements in the period between 2007 and
2013, also following the energy diagnoses made, were replaced
dated gas boilers with high efficiency condensing heat generators in the
following public buildings:
- Pacchioni nursery school
- Kindergarten I remember the fallen and elementary school Don Minzoni
- Leoni elementary school and kindergarten Tom Sawyer ;; action_description5: Intervention of redevelopment of the votive lighting system through the
conversion of the lamps of the three cemeteries of Mantua: Formigosa, Angeli and Frassino.
The lighting management of the cemeteries is managed by Tea spa. ;; action_description6: Between 2015 and 2018 the replacement of the 8,600 lighting points provided for in the project was completed.
At 31/12/2017, 95% of the planned poles (8,200 out of 8,600) had been replaced with a municipal lamp park that amounts to 11,191 light points and a total consumption of 1,848 MWh. ;; action_description7: As part of the interventions of maintenance of the fleet for
public lighting, in the period between 2005 and the end of 2012 are
a total of 851 mercury vapor lamps have been replaced with
sodium vapors. ;; action_description8: The reduction in electricity consumption since 2005 has involved rationalization of electrical uses for lighting indoor spaces
and external. ;; action_description9: Since 2013 the Sapio plant in Mantua has participated in the ETS scheme and therefore in
this sheet will report the related energy saving measures
to electricity only. In particular, this is the connection to the gas line
natural at high pressure and at the shutdown of compressors, at the installation of
inverter on the well pumps of the plant and of the refrigeration unit, at replacement
of fluorescent lamps with LED lamps and the application of films for the
solar control on the windows of the control room and of the building. ;; action_description10: The reduction of energy consumption starting from 2005 concerned plant engineering works on the heating system of departments and offices, the
redevelopment of building structures through the replacement of windows, the
insulation of roofs (with replacement of eternity present) and walls
vertical opaque. ;; action_description11: The reduction in energy consumption since 2005 has also affected the
downsizing of the company vehicle fleet with the consequent disposal of the
internal diesel distributor. ;; action_description12: Solar systems have been installed in the production sector of the municipality of Mantua
photovoltaics for a total of 6,579.9 kWp, incentivized according to the scheme of the Primo,
Second, Third, Fourth and Fifth Energy Accounts. ;; action_description13: Installation of a 968 kW photovoltaic system on the roofs of the bus depot and
of the APAM workshop to cover the electricity consumption of company buildings. ;; action_description14: In 2009 it is installed
a geothermal system at the Fermi Institute, creating the Renewable Energy Laboratory (LER) ;; action_description15: In 2008 two photovoltaic systems are installed (referred to as photovoltaic school and
Photovoltaic Province) at the Fermi Institute, creating the Renewable Energy Laboratory (LER) ;; action_description16: Solar systems have been installed in the residential sector of the municipality of Mantua
photovoltaics for a total of 418.6 kWp, incentivized according to the Primo scheme,
Second, Third, Fourth and Fifth Energy Accounts. ;; action_description17: Construction of a plant
313 kW hydroelectric power plant in Porta Mulina-Mantova ;; action_description18: A biogas power plant is active on the territory of the Municipality of Mantua
electricity of 635 kW (thermal power 1589 kW) owned by the farm
Foroni in Castelletto. ;; action_description19: The action takes into account both the new connections to city district heating and the lower demand for fuel
fossil for integration plants (new connections are interpreted as
elimination of natural gas thermal power stations in favor of heat supplied by plants
ETS, therefore with zero emissions, as already accounted for in the ETS system). The data
heat supplied and methane consumption were provided by Tea Energia. ;; action_description20: Between 2016-2017, 600 new apartments were connected in the residential sector in 2016 and another 800, during 2017 through the promotion ""Zero Boilers"". ;; action_description21: The two office buildings of the Belleli Energy Cpe company were connected to the district heating network at the end of 2014. An agreement was also signed with TEA to arrive in the immediate future to also connect the Belleli production plants, permanently eliminating gas-fired heat generators. ;; action_description22: ;; action_description23: Transformation of the following plants
thermal from gas to district heating as the buildings are adjacent to the backbones
existing network:
- Former ASI headquarters in Piazza S. Isidoro
- Vittorino da Feltre municipal nursery school in Corso Garibaldi
- Municipal nursery school Strozzi in via Madonna della Vittoria
- Kelder nursery
-Soncini Kindergarten ;; action_description24: The action takes into account both the new connections to the city's district heating network in the industrial sector and the minor
fossil fuel demand for integration plants (new connections are
interpreted as the elimination of natural gas heating plants in favor of heat
supplied by ETS systems, therefore with zero emissions, as already accounted for in the
ETS system). The heat output data was provided by Tea Energia. ;; action_description25: In 2007-2008, as part of the Tea Sei heat management contract,
the following utilities are connected to the district heating network:
1. Berni nursery and Peter Pan nursery
2. De Amicis primary school
3. Martiri Belfiore Primary School and the Kindergarten
Campogalliani - Paiolo
Furthermore, in 2013 the Alberti middle school was connected.",40% below 2005 levels by 2030,2030,40,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"2,4",NA,771.2897665,8.323260728,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,City,Mexico City,Mexico,Latin America and Caribbean,NA,19.43333333,-99.13333333,8851080,2015,NA,NA,"Yes - 1.5 °C; México fue el primer país en desarrollo en presentar sus Contribuciones Previstas y Determinadas a Nivel Nacional ante la CMNUCC. El gobierno federal construyó las contribuciones en base a la actualización del Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero de 2013.Los compromisos que está asumiendo México se apegan a los objetivos, instrucciones y prioridades establecidas en la Ley General de Cambio Climático, así como a los acuerdos asumidos en la CMNUCC.La Contribución de México contiene dos componentes, uno de mitigación y otro de adaptación.Derivado de lo anterior, la Ciudad de México  desde 2015 cumple en tiempo y forma con el Reporte Nacional de Emisiones, obligación que dicta la Ley General de Cambio Climático, la cual establece la integración de información de gases y compuestos de efecto invernadero de los diferentes sectores del país y a través del cual, el gobierno Federal construyó sus NDC.Asimismo, la estrategia de Resiliencia, la Estrategia Local y el Programa de Acción Climática de la Ciudad de México(PACCM), encaminan las acciones de mitigación y adaptación al Cambio Climático. EL objetivo del PACCM es reducir 10 millones de toneladas de bióxido de carbono al 2020, contribuyendo de esta forma a los NDC nacionales.https://www.gob.mx/inecc/acciones-y-programas/contribuciones-previstas-y-determinadas-a-nivel-nacional-indc-para-mitigacion-80048https://www.gob.mx/cms/uploads/attachment/file/164914/PACCM-2014-2020completo.pdf",NA,2020,NA,C40Cities2019;Carbonn2019;Under2Coalition2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,City,Mexico City,Mexico,Latin America and Caribbean,NA,19.43333333,-99.13333333,8851080,2015,2012,30731000,"The target established for the current México City's Action Program is to avoid the emission of 10 million of metric tonnes CO2e, not to a target according to a baseline year, it's base in the projects developed.",NA,2020,4.3,C40Cities2019;Carbonn2019;Under2Coalition2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,NA,NA,NA,3.472005676,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,City,Mexico City,Mexico,Latin America and Caribbean,NA,19.43333333,-99.13333333,8851080,2015,NA,NA,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 1.5 °C,NA,2020,NA,C40Cities2019;Carbonn2019;Under2Coalition2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,City,Mexico City,Mexico,Latin America and Caribbean,NA,19.43333333,-99.13333333,8851080,2015,NA,NA,Race to Zero: Net Zero 2050 - Commit to achieve net zero CO2 emissions by 2050,NA,NA,NA,C40Cities2019;Carbonn2019;Under2Coalition2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Monistrol de Calders,Spain,Europe,22,41.76055556,2.014166667,689,2018,2005,2977.4,"Enhancing knowledge about energy at municipal facilities: energy audit, accounting tools, appointing a municipal energy manager; Increasing energy efficiency at municipal facilities: reducing building consumption, reducing lighting consumption; Rationalising renewable energy resources: PV facilities, using local biomass; Intensifying sorted waste collection; Implementing a more sustainable mobility model: using biofuels, using collective public transport, more efficient use of private cars; Disseminating best practices on energy saving: household sector, transport sector, municipal employees and students; Decarbonising the municipal budget;",20% below 2005 levels by 2020,2020,20,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,4,NA,31.31818182,4.321335269,"Xarxa de Ciutats i Pobles cap a la Sostenibilitat (Network of Cities and Towns towards Sustainibilty), ES",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Monistrol de Calders,Spain,Europe,22,41.76055556,2.014166667,689,2018,2005,2977.4,"Enhancing knowledge about energy at municipal facilities: energy audit, accounting tools, appointing a municipal energy manager; Increasing energy efficiency at municipal facilities: reducing building consumption, reducing lighting consumption; Rationalising renewable energy resources: PV facilities, using local biomass; Intensifying sorted waste collection; Implementing a more sustainable mobility model: using biofuels, using collective public transport, more efficient use of private cars; Disseminating best practices on energy saving: household sector, transport sector, municipal employees and students; Decarbonising the municipal budget;",20% below 2005 levels by 2020,2020,20,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,4,NA,31.31818182,4.321335269,Province of Barcelona,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Morciano di Leuca,Italy,Europe,13.57,39.847818,18.312432,3460,2010,2007,8160.793,"-	Increase the sustainable redevelopment of the public sector, from the point of view of consumption, employment and production of energy from renewable sources,
-	Improve the quality of the residential and transport sectors, encouraging private initiative towards rational utilization of resources;
-	Encourage creation of the jobs in the Green Economy, with stable and qualified employment, starting from green building and energy production sectors;
-	Promote the culture of sustainability, encouraging a favorable climate to good environmental and energetically sustainable practices;
-	The final objective for the Municipality shall be to become completely Carbon-neutral by 2050.
",20% below 2007 levels by 2020,2020,20,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,254.9742078,2.358610694,Province of Lecce,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
